permyear,apn,address,projname,hcategory,tenure,vlowdr,lowdr,amodtot,totalunit,geometry,vlowtot,lowtot,hsngsite
2021,14712065,"2368  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,14712065,"2360  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,14712065,"2363  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,16004008,"638  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067665 37.402167),,,
2021,14712065,"2370  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,15003014,"418  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090089 37.407521),,,
2021,14712065,"2367  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,15015006,"1285  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15015006,"1281  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15003014,"434  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.0898 37.408039),,,
2021,16004008,"611  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067386 37.401977),,,
2021,16004008,"652  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067398 37.40222),,,
2021,15003014,"416  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090118 37.407456),,,
2021,15806043,"820  Hope St, Mountain View, CA",864 HOPE ST,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.082691 37.386429),,,
2021,14712065,"733  Independence Av, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.097339 37.413426),,,
2021,15015006,"1267  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,14741053,"2359  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,14741065,"2326  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096771 37.412947),,,
2021,14741058,"2347  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096225 37.413081),,,
2021,148-44-045,"122  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101471 37.403042),,,
2021,14741066,"2322  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096696 37.412943),,,
2021,16091031,"555  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067906 37.402309),,,
2021,14741054,"2357  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096807 37.413119),,,
2021,16091019,"661  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.06809 37.402229),,,
2021,14741061,"2341  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096001 37.41308),,,
2021,16091024,"663  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.068117 37.402357),,,
2021,14741044,"2358  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,16091040,"537  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067376 37.402407),,,
2021,16091020,"657  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.068156 37.402401),,,
2021,16091034,"549  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067882 37.402474),,,
2021,14741070,"2308  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096147 37.412908),,,
2021,16091036,"545  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.066984 37.402321),,,
2021,14741051,"2342  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096062 37.413263),,,
2021,16091046,"648  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067464 37.402271),,,
2021,14741072,"2302  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096 37.4129),,,
2021,16091022,"647  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067869 37.402166),,,
2021,16091029,"641  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067745 37.402264),,,
2021,16091035,"547  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067807 37.402465),,,
2021,14741052,"2340  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.095981 37.41326),,,
2021,16091026,"653  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067962 37.402336),,,
2021,160-91-054,"650  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067452 37.402096),,,
2021,16091023,"643  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067769 37.402184),,,
2021,14741056,"2351  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096662 37.413125),,,
2021,14741050,"2344  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096136 37.413268),,,
2021,16091045,"644  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067529 37.402238),,,
2021,16091015,"639  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.068086 37.402069),,,
2021,160-91-039,"539  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067444 37.402412),,,
2021,14741060,"2343  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09608 37.413073),,,
2021,14741047,"2350  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096645 37.413289),,,
2021,14741067,"2320  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096614 37.412938),,,
2021,16091044,"640  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067414 37.402125),,,
2021,160-91-057,"662  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067227 37.402108),,,
2021,16091028,"645  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067822 37.402314),,,
2021,160-91-038,"541  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067514 37.402422),,,
2021,14741057,"2349  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096307 37.413097),,,
2021,14741055,"2353  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096736 37.413114),,,
2021,16091033,"551  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067954 37.402486),,,
2021,16091025,"659  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.068161 37.402416),,,
2021,14741071,"2306  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096072 37.412905),,,
2021,16091027,"649  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.06789 37.402281),,,
2021,16091032,"553  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.068025 37.402492),,,
2021,14741063,"2330  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09692 37.412954),,,
2021,160-91-041,"535  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067325 37.402401),,,
2021,14741049,"2346  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096213 37.413274),,,
2021,16091021,"651  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067938 37.402207),,,
2021,14741064,"2328  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09684 37.412951),,,
2021,14741069,"2312  Rock St, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096111 37.412885),,,
2021,14741048,"2348  Toledo Tr, Mountain View, CA",2310 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096284 37.41327),,,
2021,160-91-042,"533  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067224 37.402387),,,
2021,16091043,"531  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067146 37.402379),,,
2021,16091018,"627  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067812 37.401986),,,
2021,16091050,"664  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067183 37.402229),,,
2021,16091030,"557  Walker Dr, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.06817 37.402513),,,
2021,16091048,"656  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067329 37.402248),,,
2021,16091047,"652  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067398 37.40222),,,
2021,16091049,"660  Taylor Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067262 37.402204),,,
2021,16091017,"631  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067901 37.402046),,,
2021,16091016,"635  Alamo Ct, Mountain View, CA",535 Walker Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067988 37.402012),,,
2020,16-004-008-,"603  Apollo Ln, Mountain View, CA",535 Walker Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067872 37.401589),,,
2020,16-077-011-,"240  Evandale Av, Mountain View, CA",277 Fairchild Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.057741 37.404518),,,
2020,16-004-008-,"603  Apollo Ln, Mountain View, CA",535 Walker Drive,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.067872 37.401589),,,
2020,19-721-053-,"333  Apricot Ln, Mountain View, CA",344 Bryant Avenue,Single-Family Detached Unit,Owner,0,0,1,1,POINT (-122.075859 37.362407),,,
2019,158-33-004,"257 Calderon Avenue, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,4,4,POINT (-122.072377 37.390128),,,
2019,150-08-009,"315 Sierra Vista Avenue, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,8,8,POINT (-122.09074 37.405827),,,
2021,19740001,"351  Martens Av, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.073383 37.374639),,,
2020,148-38-168,"135  Fair Oaks St, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,1,1,POINT (-122.098727 37.402347),,,
2017,16061026,3208  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3210  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3212  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3214  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3216  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3218  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3220  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3222  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3322  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3320  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3318  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3316  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3314  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3312  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3310  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3308  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3306  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3302  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3300  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,119  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,117  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,115  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,113  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,221  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,111  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,129  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,127  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,125  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,123  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,121  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,149  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,147  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,145  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,143  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,141  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,139  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,137  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,135  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,133  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,131  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,3422  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3420  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3418  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3416  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3414  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3412  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3410  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3400  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3402  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3406  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3408  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,19740027,2006  SUN-MOR AV,1991 SUN-MOR,SF,,0,0,1,1,POINT (-122.070177174737 37.3725491523216),0.0,0.0,N
2017,16061026,223  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,225  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,227  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,229  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,231  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,3522  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3520  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3518  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3516  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3514  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3512  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3510  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3508  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3506  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3502  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3500  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3600  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3602  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3606  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3608  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3610  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3612  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3614  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3616  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3618  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,3620  PYRAMID WY,100-430 FERGUSON,SF,,0,0,1,1,POINT (-122.055880000162 37.3921100003762),0.0,0.0,Y
2017,16061026,219  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,217  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,215  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,213  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,211  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,201  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,203  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,205  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,207  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,209  INFINITY WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.055410000071 37.3916299998247),0.0,0.0,Y
2017,16061026,249  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,247  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,245  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,243  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,241  ORBIT WY,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.05500000005 37.3923299997298),0.0,0.0,Y
2017,16061026,3910  DEGREE LN,100-430 FERGUSON,5 or More Units Per Structure,,0,0,1,1,POINT (-122.053959999754 37.3912599998492),0.0,0.0,Y
